id,first_name,last_name,username,email,gender,ip_address,race,street_name,city,state,postal_code,drinks,age,commited_crime
192,Roger,James,rjames5b,rjames5b@marriott.com,Male,52.32.31.212,Chippewa,Kropf,Albuquerque,NM,87180,Monthly,82,true
193,Emily,Gutierrez,egutierrez5c,egutierrez5c@last.fm,Female,168.201.222.248,Argentinian,Dayton,Wilkes Barre,PA,18768,Often,41,false
194,Matthew,Lawrence,mlawrence5d,mlawrence5d@google.com.hk,Male,163.62.172.164,Filipino,Heffernan,Gary,IN,46406,Never,42,false
195,Emily,Gomez,egomez5e,egomez5e@google.com,Female,151.43.233.145,Yakama,Burning Wood,Charlotte,NC,28242,Often,79,false
196,Jessica,Gomez,jgomez5f,jgomez5f@twitpic.com,Female,246.163.145.98,Thai,Jay,Killeen,TX,76544,Seldom,59,true
197,Julia,Butler,jbutler5g,jbutler5g@cpanel.net,Female,17.76.117.184,Navajo,Mccormick,Kansas City,MO,64149,Daily,23,true
198,Joe,Harrison,jharrison5h,jharrison5h@theglobeandmail.com,Male,16.246.1.34,Tlingit-Haida,Calypso,Saint Paul,MN,55123,Yearly,92,true
199,Thomas,Torres,ttorres5i,ttorres5i@skype.com,Male,129.35.159.2,Chippewa,Hallows,Washington,DC,20580,Yearly,33,false
200,Cheryl,Banks,cbanks5j,cbanks5j@wp.com,Female,112.172.74.99,Choctaw,Kinsman,Kent,WA,98042,Often,65,false
201,Janet,Rodriguez,jrodriguez5k,jrodriguez5k@economist.com,Female,172.167.34.88,Indonesian,Mccormick,Jackson,MS,39282,Monthly,58,true
202,Ashley,Garrett,agarrett5l,agarrett5l@sogou.com,Female,52.226.138.15,Honduran,Troy,Staten Island,NY,10305,Often,79,true
203,Nicholas,Willis,nwillis5m,nwillis5m@delicious.com,Male,167.111.37.118,Taiwanese,Vera,Dallas,TX,75397,Weekly,92,true
204,Robert,Romero,rromero5n,rromero5n@discuz.net,Male,138.151.92.18,Dominican (Dominican Republic),Fairfield,Stockton,CA,95205,Monthly,86,false
205,Andrew,Harris,aharris5o,aharris5o@theatlantic.com,Male,39.78.231.190,Cherokee,Stone Corner,Dallas,TX,75210,Once,36,true
206,Eric,Thomas,ethomas5p,ethomas5p@usnews.com,Male,15.38.156.39,Puget Sound Salish,Briar Crest,Saint Louis,MO,63150,Weekly,97,false
207,Gary,Wagner,gwagner5q,gwagner5q@theglobeandmail.com,Male,26.141.196.89,Puget Sound Salish,Oxford,Bryan,TX,77806,Seldom,76,false
208,Rachel,Murphy,rmurphy5r,rmurphy5r@reuters.com,Female,183.160.253.86,Chippewa,Hazelcrest,Austin,TX,78769,Seldom,95,true
209,Nancy,Lynch,nlynch5s,nlynch5s@liveinternet.ru,Female,252.100.82.121,Shoshone,Pond,Montgomery,AL,36104,Never,71,true
210,Christina,Lawrence,clawrence5t,clawrence5t@dagondesign.com,Female,79.1.37.46,Potawatomi,Pond,Miami,FL,33261,Never,83,true
211,Phillip,Simmons,psimmons5u,psimmons5u@opensource.org,Male,80.181.5.64,Crow,Hansons,Marietta,GA,30061,Weekly,44,true
212,Andrea,Cox,acox5v,acox5v@alibaba.com,Female,111.39.102.152,Melanesian,Grayhawk,Elizabeth,NJ,07208,Never,30,true
213,Beverly,Gomez,bgomez5w,bgomez5w@mapquest.com,Female,254.51.158.92,Chamorro,Elmside,Denver,CO,80270,Monthly,77,true
214,Beverly,Lopez,blopez5x,blopez5x@nationalgeographic.com,Female,86.38.123.36,Guatemalan,Thierer,Louisville,KY,40266,Monthly,73,false
215,Sharon,Ryan,sryan5y,sryan5y@businessweek.com,Female,60.189.254.135,Colombian,Dennis,Albuquerque,NM,87180,Yearly,73,true
216,Carlos,Roberts,croberts5z,croberts5z@engadget.com,Male,250.74.106.248,Puget Sound Salish,Erie,Minneapolis,MN,55417,Daily,33,false
217,Evelyn,Carroll,ecarroll60,ecarroll60@squarespace.com,Female,123.219.126.30,Tohono O'Odham,Drewry,Troy,MI,48098,Yearly,23,false
218,Janice,Hart,jhart61,jhart61@skype.com,Female,246.234.119.107,Yakama,Dawn,Houston,TX,77005,Weekly,84,false
219,Virginia,Richardson,vrichardson62,vrichardson62@army.mil,Female,99.138.200.124,Yaqui,Bobwhite,Washington,DC,20575,Weekly,69,false
220,Jason,Greene,jgreene63,jgreene63@qq.com,Male,18.51.251.163,Pueblo,Jenifer,Washington,DC,20404,Often,54,true
221,Larry,Carr,lcarr64,lcarr64@wikimedia.org,Male,207.76.168.115,Vietnamese,Forest Run,Fort Lauderdale,FL,33345,Weekly,68,false
222,Ashley,Willis,awillis65,awillis65@wordpress.com,Female,90.196.54.38,Puget Sound Salish,Hooker,Idaho Falls,ID,83405,Daily,35,true
223,Mark,Wagner,mwagner66,mwagner66@state.tx.us,Male,208.124.97.28,Tongan,Debra,Philadelphia,PA,19104,Daily,30,false
224,Laura,Cruz,lcruz67,lcruz67@google.ca,Female,158.135.230.203,Tohono O'Odham,Drewry,Boca Raton,FL,33499,Once,87,true
225,Roy,Peters,rpeters68,rpeters68@hubpages.com,Male,162.102.228.255,Taiwanese,Mccormick,Irving,TX,75037,Once,19,false
226,Jeffrey,Patterson,jpatterson69,jpatterson69@list-manage.com,Male,86.78.134.178,Cherokee,Buhler,Atlanta,GA,30306,Monthly,26,false
227,Maria,Davis,mdavis6a,mdavis6a@bbb.org,Female,184.231.224.29,Chickasaw,Canary,Augusta,GA,30919,Never,32,false
228,Judith,Kelly,jkelly6b,jkelly6b@w3.org,Female,201.131.2.141,Chippewa,Twin Pines,Glendale,AZ,85311,Often,24,true
229,Albert,Ramirez,aramirez6c,aramirez6c@mysql.com,Male,102.201.160.255,Central American,Melody,Saint Louis,MO,63150,Never,52,false
230,Carol,Mcdonald,cmcdonald6d,cmcdonald6d@tinypic.com,Female,74.8.95.109,Alaskan Athabascan,Packers,Huntsville,AL,35805,Yearly,73,false
231,Douglas,Peterson,dpeterson6e,dpeterson6e@princeton.edu,Male,172.25.246.92,Native Hawaiian,Nelson,Colorado Springs,CO,80940,Once,58,true
232,James,Cox,jcox6f,jcox6f@oracle.com,Male,90.129.124.70,Taiwanese,Graceland,Atlanta,GA,30336,Daily,54,false
233,Scott,Woods,swoods6g,swoods6g@plala.or.jp,Male,137.42.160.111,Shoshone,Sherman,Gatesville,TX,76598,Often,56,false
234,Roy,Wallace,rwallace6h,rwallace6h@paginegialle.it,Male,80.180.33.58,Apache,Jackson,Oklahoma City,OK,73119,Often,84,true
235,Jeffrey,Butler,jbutler6i,jbutler6i@webs.com,Male,54.242.71.25,Laotian,Oak,Raleigh,NC,27690,Once,22,false
236,Jean,Ramos,jramos6j,jramos6j@paypal.com,Female,200.172.211.135,Paiute,Stephen,Detroit,MI,48295,Never,33,true
237,Philip,Williams,pwilliams6k,pwilliams6k@1688.com,Male,18.141.202.44,Guamanian,Schurz,Charlotte,NC,28235,Daily,93,true
238,Anna,Schmidt,aschmidt6l,aschmidt6l@elegantthemes.com,Female,47.134.40.181,Latin American Indian,Rigney,Pittsburgh,PA,15230,Never,23,false
239,Bobby,Ward,bward6m,bward6m@soup.io,Male,209.212.150.146,Pima,Thackeray,Kansas City,KS,66160,Weekly,75,false
240,Lois,Crawford,lcrawford6n,lcrawford6n@reddit.com,Female,59.91.224.229,Menominee,Weeping Birch,Las Vegas,NV,89160,Yearly,53,true
241,Juan,Welch,jwelch6o,jwelch6o@bluehost.com,Male,94.248.114.245,Lumbee,Bluestem,Houston,TX,77045,Once,29,true
242,Steven,Matthews,smatthews6p,smatthews6p@twitter.com,Male,108.88.70.248,Malaysian,Moland,Hartford,CT,06120,Yearly,28,true
243,Samuel,Mendoza,smendoza6q,smendoza6q@wordpress.com,Male,165.34.187.97,Honduran,Moulton,New York City,NY,10079,Weekly,45,false
244,Stephanie,Parker,sparker6r,sparker6r@domainmarket.com,Female,22.86.110.249,Asian Indian,Coolidge,Rochester,NY,14604,Once,36,true
245,Anne,Henderson,ahenderson6s,ahenderson6s@oakley.com,Female,180.136.41.224,Delaware,Utah,Sacramento,CA,94207,Monthly,41,true
246,Donald,Greene,dgreene6t,dgreene6t@cisco.com,Male,152.51.53.164,Chippewa,Northland,Montgomery,AL,36104,Monthly,65,false
247,Johnny,Edwards,jedwards6u,jedwards6u@time.com,Male,41.232.243.19,Houma,Duke,San Antonio,TX,78278,Seldom,51,false
248,Sharon,Evans,sevans6v,sevans6v@unblog.fr,Female,221.203.101.17,Chamorro,Nobel,Newport News,VA,23612,Never,64,false
249,Emily,Armstrong,earmstrong6w,earmstrong6w@edublogs.org,Female,207.226.114.175,Tongan,Hoffman,Santa Fe,NM,87592,Seldom,74,true
250,Craig,Richardson,crichardson6x,crichardson6x@google.pl,Male,50.222.169.216,Seminole,Pond,El Paso,TX,79945,Often,61,false
251,David,King,dking6y,dking6y@ucla.edu,Male,153.76.68.45,Mexican,Helena,Atlanta,GA,30301,Seldom,91,false
252,Nicole,Campbell,ncampbell6z,ncampbell6z@elegantthemes.com,Female,197.254.75.206,Honduran,Forest Dale,Los Angeles,CA,90081,Never,91,true
253,Mark,Brown,mbrown70,mbrown70@admin.ch,Male,84.196.80.39,Cree,Sundown,Jacksonville,FL,32204,Once,40,true
254,Ryan,Kennedy,rkennedy71,rkennedy71@shop-pro.jp,Male,193.130.113.23,Asian,Hoepker,Charlottesville,VA,22908,Yearly,27,false
255,Larry,Jenkins,ljenkins72,ljenkins72@umn.edu,Male,205.211.197.121,Seminole,Longview,Columbia,SC,29225,Monthly,36,false
256,Charles,Martinez,cmartinez73,cmartinez73@forbes.com,Male,244.182.244.99,Chippewa,Mayfield,Fresno,CA,93794,Monthly,48,false
257,Angela,Watkins,awatkins74,awatkins74@nifty.com,Female,41.13.57.88,Cherokee,Muir,Kansas City,MO,64160,Often,84,true
258,Shawn,Perkins,sperkins75,sperkins75@bandcamp.com,Male,151.213.157.192,Samoan,Vermont,Evansville,IN,47747,Weekly,36,true
259,Sarah,Flores,sflores76,sflores76@deviantart.com,Female,75.120.37.177,Honduran,Sherman,Minneapolis,MN,55412,Daily,61,false
260,Rose,Ross,rross77,rross77@mashable.com,Female,202.101.222.87,White,3rd,Champaign,IL,61825,Weekly,88,false
261,Phillip,Jenkins,pjenkins78,pjenkins78@wikipedia.org,Male,92.114.178.45,Japanese,Bartelt,Bowie,MD,20719,Once,88,true
262,Howard,Jackson,hjackson79,hjackson79@about.com,Male,230.51.199.95,Pima,Transport,Brooklyn,NY,11225,Daily,24,true
263,Phillip,Cook,pcook7a,pcook7a@europa.eu,Male,129.133.157.222,Vietnamese,Rusk,Milwaukee,WI,53210,Monthly,20,true
264,Jimmy,Hansen,jhansen7b,jhansen7b@nydailynews.com,Male,170.238.124.67,Alaska Native,South,Richmond,VA,23242,Once,40,true
265,Katherine,Powell,kpowell7c,kpowell7c@cnet.com,Female,101.76.35.44,Potawatomi,Eggendart,Richmond,VA,23220,Seldom,77,true
266,Laura,Sullivan,lsullivan7d,lsullivan7d@nih.gov,Female,5.92.224.123,Honduran,Debs,Jersey City,NJ,07310,Yearly,41,false
267,Roger,Harvey,rharvey7e,rharvey7e@naver.com,Male,95.231.113.200,Filipino,Artisan,Houston,TX,77281,Weekly,34,false
268,Mildred,Hayes,mhayes7f,mhayes7f@ucoz.com,Female,96.111.36.95,Navajo,Columbus,Johnson City,TN,37605,Yearly,63,true
269,Steve,Ford,sford7g,sford7g@about.me,Male,108.207.151.170,Bangladeshi,Springs,San Francisco,CA,94105,Seldom,34,false
270,Kelly,Richardson,krichardson7h,krichardson7h@opera.com,Female,169.93.145.17,Comanche,Annamark,Charleston,SC,29411,Often,22,true
271,Kevin,Hernandez,khernandez7i,khernandez7i@friendfeed.com,Male,136.22.190.191,Chilean,Drewry,Baltimore,MD,21203,Monthly,37,false
272,Bonnie,Barnes,bbarnes7j,bbarnes7j@typepad.com,Female,230.9.248.178,Crow,Basil,El Paso,TX,88589,Yearly,60,false
273,Ronald,Jackson,rjackson7k,rjackson7k@biglobe.ne.jp,Male,89.26.151.243,Honduran,Sherman,Harrisburg,PA,17140,Daily,77,false
274,Jennifer,Jackson,jjackson7l,jjackson7l@ask.com,Female,64.165.172.101,Cree,Pankratz,Flushing,NY,11388,Weekly,82,false
275,Emily,Allen,eallen7m,eallen7m@nytimes.com,Female,92.132.88.179,Nicaraguan,Dwight,Seattle,WA,98166,Monthly,98,true
276,Frank,Warren,fwarren7n,fwarren7n@cmu.edu,Male,204.41.125.253,Paraguayan,Debs,Newton,MA,02162,Once,63,false
277,Ashley,Phillips,aphillips7o,aphillips7o@nih.gov,Female,35.59.171.49,Laotian,Upham,Dallas,TX,75310,Monthly,32,false
278,Carl,Cunningham,ccunningham7p,ccunningham7p@unesco.org,Male,218.217.25.131,Sioux,Valley Edge,Louisville,KY,40256,Daily,61,true
279,Jeffrey,Gordon,jgordon7q,jgordon7q@archive.org,Male,5.161.117.38,Ecuadorian,Green Ridge,Battle Creek,MI,49018,Daily,51,false
280,Jack,Tucker,jtucker7r,jtucker7r@chron.com,Male,50.136.239.9,Cheyenne,Almo,San Jose,CA,95160,Daily,71,false
281,Christopher,Gutierrez,cgutierrez7s,cgutierrez7s@squidoo.com,Male,244.209.4.16,Paraguayan,Northview,Huntington,WV,25716,Weekly,98,false
282,Lawrence,Chapman,lchapman7t,lchapman7t@dot.gov,Male,31.213.137.252,South American,Tennessee,Greensboro,NC,27499,Weekly,86,false
283,Victor,Hunt,vhunt7u,vhunt7u@icq.com,Male,230.208.168.102,Guamanian,Gerald,White Plains,NY,10606,Monthly,50,false
284,Donna,Freeman,dfreeman7v,dfreeman7v@fc2.com,Female,50.230.219.248,Menominee,Graceland,Stockton,CA,95219,Never,39,false
285,Bobby,Peters,bpeters7w,bpeters7w@japanpost.jp,Male,235.234.255.251,Costa Rican,Haas,Austin,TX,78759,Seldom,76,false
286,Shirley,Black,sblack7x,sblack7x@wordpress.org,Female,24.157.159.149,Cheyenne,Anthes,Richmond,VA,23289,Weekly,38,true
287,Steve,Crawford,scrawford7y,scrawford7y@earthlink.net,Male,90.103.205.195,Bangladeshi,Charing Cross,Gilbert,AZ,85297,Monthly,73,true
288,Jeffrey,Ortiz,jortiz7z,jortiz7z@businessinsider.com,Male,239.134.105.8,Panamanian,Jay,Los Angeles,CA,90005,Once,35,false
289,Rose,Arnold,rarnold80,rarnold80@cafepress.com,Female,37.74.84.18,Tohono O'Odham,Burning Wood,Amarillo,TX,79176,Daily,67,true
290,Lois,Campbell,lcampbell81,lcampbell81@dropbox.com,Female,243.171.192.54,Pima,Washington,Santa Fe,NM,87505,Never,19,false
291,Craig,Murray,cmurray82,cmurray82@netvibes.com,Male,32.171.19.194,Salvadoran,Pennsylvania,Washington,DC,20210,Weekly,28,false
292,Aaron,Allen,aallen83,aallen83@pcworld.com,Male,253.28.234.134,Pima,Donald,Atlanta,GA,30358,Never,53,true
293,Andrea,Harrison,aharrison84,aharrison84@washington.edu,Female,68.128.253.210,Chippewa,Iowa,Tampa,FL,33686,Daily,29,true
294,Peter,Gonzales,pgonzales85,pgonzales85@sakura.ne.jp,Male,176.2.175.213,Asian Indian,Alpine,Memphis,TN,38109,Often,20,true
295,Norma,Pierce,npierce86,npierce86@yale.edu,Female,57.128.232.199,Mexican,Arrowood,Valley Forge,PA,19495,Yearly,50,true
296,Albert,Shaw,ashaw87,ashaw87@woothemes.com,Male,62.180.203.82,Blackfeet,Nelson,Paterson,NJ,07505,Yearly,41,false
297,Matthew,Carr,mcarr88,mcarr88@ovh.net,Male,125.21.208.62,Chippewa,5th,Farmington,MI,48335,Once,87,true
298,Amy,Hanson,ahanson89,ahanson89@yahoo.co.jp,Female,32.36.119.255,Korean,Cordelia,Huntington Beach,CA,92648,Seldom,44,true
299,Randy,Mendoza,rmendoza8a,rmendoza8a@apache.org,Male,175.244.183.4,Colombian,Delaware,Concord,CA,94522,Daily,74,true
300,Janice,Dunn,jdunn8b,jdunn8b@princeton.edu,Female,228.101.253.188,Shoshone,Esch,Glendale,CA,91205,Never,26,false
301,Shawn,Willis,swillis8c,swillis8c@barnesandnoble.com,Male,17.77.212.59,Samoan,Swallow,San Jose,CA,95123,Seldom,44,false
302,Frank,Morris,fmorris8d,fmorris8d@buzzfeed.com,Male,8.140.204.68,Venezuelan,Meadow Ridge,Albany,NY,12247,Daily,46,false
303,Albert,Murray,amurray8e,amurray8e@desdev.cn,Male,80.28.8.87,Cheyenne,Dottie,Des Moines,IA,50330,Yearly,32,false
304,Tina,Simmons,tsimmons8f,tsimmons8f@bloglines.com,Female,137.78.32.25,Argentinian,Rutledge,Lexington,KY,40591,Once,80,true
305,David,Ramirez,dramirez8g,dramirez8g@unesco.org,Male,70.85.37.70,Blackfeet,Nelson,Sioux Falls,SD,57188,Daily,85,false
306,Kathy,Mills,kmills8h,kmills8h@wp.com,Female,170.66.154.78,Potawatomi,Oriole,Saint Louis,MO,63167,Often,65,true
307,Michelle,Wagner,mwagner8i,mwagner8i@edublogs.org,Female,174.67.209.89,Tohono O'Odham,Mallard,Palo Alto,CA,94302,Once,62,true
308,Kathy,Hanson,khanson8j,khanson8j@facebook.com,Female,114.203.219.221,Spaniard,Doe Crossing,Orlando,FL,32813,Seldom,74,false
309,Howard,Wagner,hwagner8k,hwagner8k@nhs.uk,Male,3.223.150.8,Costa Rican,Alpine,Boston,MA,02203,Yearly,81,false
310,Patricia,Wells,pwells8l,pwells8l@desdev.cn,Female,231.105.23.116,Cheyenne,Barby,Buffalo,NY,14225,Never,87,false
311,Anne,Peters,apeters8m,apeters8m@un.org,Female,218.157.198.128,Micronesian,Division,Worcester,MA,01654,Daily,44,false
312,Lawrence,Cole,lcole8n,lcole8n@a8.net,Male,96.204.140.69,Shoshone,Sachs,Laurel,MD,20709,Monthly,50,false
313,Douglas,Garcia,dgarcia8o,dgarcia8o@ft.com,Male,106.106.202.145,Filipino,Sherman,Young America,MN,55564,Once,67,true
314,Annie,Bradley,abradley8p,abradley8p@blogtalkradio.com,Female,118.255.26.155,Pueblo,Birchwood,Portland,OR,97201,Daily,38,true
315,Steve,Griffin,sgriffin8q,sgriffin8q@ehow.com,Male,121.190.56.4,Honduran,Hallows,Toledo,OH,43666,Weekly,27,false
316,Doris,Wright,dwright8r,dwright8r@trellian.com,Female,57.151.11.132,Korean,Morrow,Mesa,AZ,85215,Yearly,54,true
317,Marie,Mitchell,mmitchell8s,mmitchell8s@weebly.com,Female,171.33.141.58,Ecuadorian,Sycamore,Mesa,AZ,85205,Seldom,96,false
318,Katherine,Nguyen,knguyen8t,knguyen8t@mapquest.com,Female,207.116.218.146,Potawatomi,Jackson,Athens,GA,30610,Monthly,91,true
319,Annie,Brooks,abrooks8u,abrooks8u@skype.com,Female,228.156.223.12,Colombian,Dixon,Saint Paul,MN,55103,Monthly,92,false
320,Harold,Romero,hromero8v,hromero8v@zdnet.com,Male,148.186.154.44,Paiute,Dayton,New York City,NY,10029,Once,50,true
321,Paul,Lee,plee8w,plee8w@mail.ru,Male,49.240.206.93,Potawatomi,Morning,Louisville,KY,40293,Seldom,87,true
322,Peter,Vasquez,pvasquez8x,pvasquez8x@pbs.org,Male,229.80.150.76,Cherokee,Pearson,Los Angeles,CA,90040,Never,64,false
323,Carl,Riley,criley8y,criley8y@oaic.gov.au,Male,219.93.78.34,Spaniard,Caliangt,Cleveland,OH,44118,Once,50,false
324,Shawn,Ray,sray8z,sray8z@wikispaces.com,Male,167.180.112.186,Chippewa,Mockingbird,El Paso,TX,79934,Seldom,81,false
325,Susan,Hernandez,shernandez90,shernandez90@google.it,Female,13.53.38.142,Choctaw,Springview,Springfield,IL,62794,Often,71,false
326,Christina,Hunt,chunt91,chunt91@google.com.au,Female,226.252.206.211,Chamorro,American Ash,Winston Salem,NC,27157,Monthly,57,false
327,George,Tucker,gtucker92,gtucker92@wunderground.com,Male,113.219.12.195,Samoan,Jackson,Lehigh Acres,FL,33972,Once,51,false
328,Roy,Tucker,rtucker93,rtucker93@foxnews.com,Male,158.93.12.47,Chilean,Lindbergh,Miami,FL,33124,Weekly,72,false
329,Jerry,Gardner,jgardner94,jgardner94@flavors.me,Male,44.211.184.124,Native Hawaiian,Tony,San Antonio,TX,78250,Once,67,true
330,Victor,Gibson,vgibson95,vgibson95@guardian.co.uk,Male,155.130.122.239,Colville,Packers,Houston,TX,77266,Weekly,43,false
331,Clarence,Morris,cmorris96,cmorris96@odnoklassniki.ru,Male,41.140.77.128,Filipino,Forest,Pittsburgh,PA,15240,Often,86,false
332,Nancy,Jacobs,njacobs97,njacobs97@delicious.com,Female,114.14.32.113,Samoan,Menomonie,Memphis,TN,38161,Daily,38,true
333,Frank,Andrews,fandrews98,fandrews98@360.cn,Male,92.78.146.206,Guamanian,Kinsman,Kansas City,MO,64136,Once,94,false
334,Irene,Palmer,ipalmer99,ipalmer99@digg.com,Female,146.244.159.113,Paiute,Rieder,Los Angeles,CA,90101,Weekly,29,true
335,Amy,Sanders,asanders9a,asanders9a@posterous.com,Female,239.164.148.232,Cherokee,Monument,Largo,FL,33777,Often,73,false
336,Judith,Bell,jbell9b,jbell9b@jiathis.com,Female,31.236.77.161,Blackfeet,Mitchell,Washington,DC,20299,Often,24,false
337,Jessica,Griffin,jgriffin9c,jgriffin9c@prlog.org,Female,225.26.119.178,Tohono O'Odham,Kinsman,Littleton,CO,80161,Once,43,true
338,Daniel,Hall,dhall9d,dhall9d@fotki.com,Male,173.26.142.236,Asian,Hintze,Juneau,AK,99812,Weekly,45,false
339,Ruby,Johnston,rjohnston9e,rjohnston9e@is.gd,Female,93.78.146.42,Latin American Indian,Tony,Saint Paul,MN,55166,Daily,40,false
340,Stephen,Sullivan,ssullivan9f,ssullivan9f@paginegialle.it,Male,16.51.9.84,Eskimo,Myrtle,Metairie,LA,70005,Daily,30,true
341,Steven,Robertson,srobertson9g,srobertson9g@redcross.org,Male,204.70.192.97,Asian,2nd,Albany,NY,12232,Never,82,false
342,Philip,Hill,phill9h,phill9h@google.co.uk,Male,89.205.154.155,Bangladeshi,Mesta,Kansas City,MO,64179,Daily,32,true
343,Jack,Black,jblack9i,jblack9i@sitemeter.com,Male,117.245.45.165,Panamanian,Fordem,Oceanside,CA,92056,Never,19,false
344,Kimberly,Peters,kpeters9j,kpeters9j@taobao.com,Female,241.184.35.247,Delaware,Caliangt,Cleveland,OH,44118,Seldom,23,false
345,Elizabeth,Grant,egrant9k,egrant9k@sciencedirect.com,Female,4.99.111.10,Shoshone,Fuller,Memphis,TN,38109,Weekly,93,true
346,Virginia,Scott,vscott9l,vscott9l@forbes.com,Female,67.52.120.174,Eskimo,Schurz,Shawnee Mission,KS,66225,Weekly,68,false
347,Russell,Griffin,rgriffin9m,rgriffin9m@miibeian.gov.cn,Male,252.26.138.173,Cherokee,Sheridan,Boynton Beach,FL,33436,Never,77,false
348,Andrew,Myers,amyers9n,amyers9n@japanpost.jp,Male,227.193.246.96,Venezuelan,Londonderry,Jacksonville,FL,32236,Daily,25,false
349,Philip,Ellis,pellis9o,pellis9o@wordpress.com,Male,107.216.99.50,Puget Sound Salish,Village,Houston,TX,77266,Once,38,true
350,Lisa,Hamilton,lhamilton9p,lhamilton9p@ed.gov,Female,45.124.207.168,Colombian,Riverside,College Station,TX,77844,Once,74,true
351,Melissa,Cole,mcole9q,mcole9q@webnode.com,Female,67.248.111.180,Peruvian,Di Loreto,Jackson,MS,39282,Daily,65,false
352,Antonio,Clark,aclark9r,aclark9r@mayoclinic.com,Male,157.139.166.59,Colville,Grim,New York City,NY,10160,Once,39,true
353,Terry,Hall,thall9s,thall9s@163.com,Male,212.13.231.2,Cuban,Sherman,Schenectady,NY,12325,Never,78,false
354,Laura,Wells,lwells9t,lwells9t@wisc.edu,Female,189.110.210.71,Nicaraguan,Quincy,Des Moines,IA,50305,Often,48,false
355,Paul,Wheeler,pwheeler9u,pwheeler9u@state.tx.us,Male,150.25.147.72,Cheyenne,Luster,Seattle,WA,98185,Weekly,100,false
356,Ernest,Davis,edavis9v,edavis9v@berkeley.edu,Male,244.193.68.100,Samoan,Bartelt,Lansing,MI,48956,Often,31,false
357,Adam,Bowman,abowman9w,abowman9w@ifeng.com,Male,200.27.176.50,Colville,Twin Pines,Tulsa,OK,74184,Once,32,false
358,Alice,Castillo,acastillo9x,acastillo9x@guardian.co.uk,Female,94.104.244.51,Osage,Mandrake,Great Neck,NY,11024,Daily,34,true
359,Antonio,Black,ablack9y,ablack9y@patch.com,Male,225.124.213.27,Venezuelan,Moose,South Lake Tahoe,CA,96154,Weekly,88,true
360,Theresa,Long,tlong9z,tlong9z@cornell.edu,Female,103.246.35.224,Polynesian,Dexter,Roanoke,VA,24029,Seldom,95,true
361,Jonathan,Thomas,jthomasa0,jthomasa0@blogs.com,Male,91.138.97.41,Puget Sound Salish,David,Bethesda,MD,20816,Weekly,53,true
362,Brandon,Cunningham,bcunninghama1,bcunninghama1@sogou.com,Male,47.140.231.205,South American,Farwell,Lancaster,PA,17605,Yearly,70,false
363,Catherine,Ryan,cryana2,cryana2@prlog.org,Female,38.36.148.226,Iroquois,Southridge,Jacksonville,FL,32236,Monthly,49,true
364,Jean,Smith,jsmitha3,jsmitha3@mozilla.org,Female,19.91.109.177,Shoshone,Morning,Chicago,IL,60652,Never,94,true
365,Denise,Cunningham,dcunninghama4,dcunninghama4@statcounter.com,Female,187.40.63.186,Bolivian,Coolidge,Harrisburg,PA,17140,Seldom,89,false
366,Samuel,Hanson,shansona5,shansona5@cdc.gov,Male,186.133.140.229,Filipino,Hanson,Hyattsville,MD,20784,Weekly,32,false
367,Elizabeth,Berry,eberrya6,eberrya6@businessinsider.com,Female,252.158.179.98,Yakama,Delaware,Atlanta,GA,31196,Often,100,false
368,Roy,Brown,rbrowna7,rbrowna7@elegantthemes.com,Male,252.148.229.28,Uruguayan,Elmside,New Orleans,LA,70142,Often,38,true
369,Steven,Parker,sparkera8,sparkera8@ow.ly,Male,36.122.54.21,Bangladeshi,Rigney,Albuquerque,NM,87195,Seldom,44,true
370,Cynthia,Gardner,cgardnera9,cgardnera9@ezinearticles.com,Female,11.128.143.71,Paraguayan,Mifflin,Dallas,TX,75392,Daily,87,true
371,Harold,Edwards,hedwardsaa,hedwardsaa@mit.edu,Male,11.94.97.147,Chinese,Miller,Des Moines,IA,50369,Daily,25,true
372,Deborah,Flores,dfloresab,dfloresab@princeton.edu,Female,230.208.120.112,Sri Lankan,Kenwood,Huntington Beach,CA,92648,Monthly,27,false
373,Janet,Robinson,jrobinsonac,jrobinsonac@shinystat.com,Female,235.243.49.26,Central American,Rutledge,Pasadena,CA,91117,Never,19,true
374,Joe,Weaver,jweaverad,jweaverad@yahoo.com,Male,181.199.140.57,Apache,Sunnyside,Syracuse,NY,13224,Once,78,false
375,Diane,Moreno,dmorenoae,dmorenoae@state.gov,Female,188.1.99.123,Paiute,Debra,Southfield,MI,48076,Seldom,64,true
376,Benjamin,Hicks,bhicksaf,bhicksaf@vinaora.com,Male,175.217.217.72,Houma,Kenwood,Austin,TX,78732,Once,64,true
377,Louis,Stephens,lstephensag,lstephensag@eventbrite.com,Male,87.26.20.30,White,Sutherland,Utica,NY,13505,Seldom,74,false
378,Kimberly,Cole,kcoleah,kcoleah@sbwire.com,Female,32.4.202.177,Salvadoran,Ramsey,Fort Worth,TX,76129,Monthly,27,false
379,Gregory,Tucker,gtuckerai,gtuckerai@google.com.hk,Male,199.239.55.130,Asian,Pearson,San Antonio,TX,78225,Weekly,22,true
380,Anna,Myers,amyersaj,amyersaj@businesswire.com,Female,236.35.62.125,Native Hawaiian and Other Pacific Islander (NHPI),Crescent Oaks,Norfolk,VA,23514,Often,98,true
381,Robert,Watson,rwatsonak,rwatsonak@issuu.com,Male,243.177.182.76,Sri Lankan,Mcbride,Largo,FL,33777,Monthly,47,true
